tid,lat,lon,timestamp
27372,40.934621840739005,-73.9012956619263,2025-07-03 12:00:00
27372,40.752993578159106,-73.97476995331779,2025-07-04 17:00:00
27372,40.7522887787384,-73.97421323151809,2025-07-04 17:00:00
27372,40.9354536198686,-73.90199224672071,2025-07-05 00:00:00
27372,40.9344191136974,-73.90179703398859,2025-07-05 09:00:00
27372,40.832726,-73.859792,2025-07-05 09:00:00
27372,40.9280076813676,-73.84254455566409,2025-07-05 10:00:00
27372,40.9362134863718,-73.9029912735263,2025-07-05 11:00:00
27372,40.662412928834,-73.9537167144151,2025-07-06 00:00:00
27372,40.6724130187879,-73.96981679455641,2025-07-06 00:00:00
27372,40.70588820047339,-73.9900016784668,2025-07-06 00:00:00
27375,40.645089355976296,-73.7845230102539,2025-06-30 06:00:00
27375,40.64490779,-73.78229118,2025-06-30 07:00:00
27375,40.9346088933103,-73.9013032597358,2025-06-30 10:00:00
27375,40.923671305779294,-73.89555012346,2025-06-30 13:00:00
27375,40.9350586726836,-73.90318648506309,2025-07-01 18:00:00
27375,40.9346088933103,-73.9013032597358,2025-07-02 18:00:00
27375,40.75241411957849,-73.9753209341317,2025-07-03 12:00:00
27375,40.7529138977339,-73.9771699905396,2025-07-03 22:00:00
27375,40.9354536198686,-73.90199224672071,2025-07-03 23:00:00
27375,40.7522887787384,-73.97421323151809,2025-07-04 15:00:00
27375,40.7529138977339,-73.9771699905396,2025-07-04 22:00:00
27375,40.9354536198686,-73.90199224672071,2025-07-04 23:00:00
27375,40.75241411957849,-73.9753209341317,2025-07-05 11:00:00
27379,40.7529138977339,-73.9771699905396,2025-06-30 22:00:00
27379,40.9354536198686,-73.90199224672071,2025-06-30 23:00:00
27379,40.7515484747446,-73.9753031730652,2025-07-01 10:00:00
27379,40.8804339766482,-73.9032726077378,2025-07-01 15:00:00
27379,40.7808257732201,-73.9764833450317,2025-07-01 19:00:00
27379,40.8554400052,-73.9354389593982,2025-07-01 22:00:00
27379,40.934621840739005,-73.9012956619263,2025-07-02 13:00:00
27379,40.934083,-73.898359,2025-07-02 15:00:00
27379,40.75241411957849,-73.9753209341317,2025-07-02 16:00:00
27379,40.7520036188566,-73.9756679534912,2025-07-02 22:00:00
27379,40.9346088933103,-73.9013032597358,2025-07-03 03:00:00
27379,40.837619760443296,-73.8616135125914,2025-07-03 10:00:00
27379,40.832726,-73.859792,2025-07-03 11:00:00
27379,40.8554400052,-73.9354389593982,2025-07-03 16:00:00
27379,40.858729,-73.868765,2025-07-03 23:00:00
27379,40.751681,-73.974069,2025-07-05 12:00:00
